,articleID,publication_date,text,len_text,label
221,319933,1977-01-01,Chymopapain is a useful drug when used properly for lumbar disc disease and has the potential of eliminating three-fourths of lumbar disc surgery.,23,0
222,319933,1977-01-01,Chymopapain should have been released by the FDA on a Phase IV basis.,13,0
223,319933,1977-01-01,In the mean-time the drug is available in Canada and England but not in the U.S.,16,0
224,331881,1977-01-01,"Seventeen had deposits of plasma proteins at the dermoepidermal junction, 16 had deposits in the vessel walls, and one had autofluorescence of the nuclei in the epidermis and vessel walls.",30,0
225,331881,1977-01-01,"These findings did not correlate with changes in serum IgG, IgA, IgM, IgD, IgE or alpha 2-macroglobulin.",17,0
226,331881,1977-01-01,"Eight patients had elevated alkaline phosphatase, 4 elevated IgG and one elevated IgA.",13,0
227,331881,1977-01-01,Biopsies from skin of normal appearance from 18 patients treated with carbamazepine and diphenylhydantoin were investigated by a direct immunofluorescence technique.,21,0
228,331881,1977-01-01,"In three patients, carbamazepine was withdrawn, whereupon the deposits disappeared in two and decreased in the third, who changed to another drug.",22,0
229,331881,1977-01-01,The changes were quantitatively and qualitatively similar to those seen in systemic lupud erythematosus induced by these drugs.,18,0
230,331881,1977-01-01,Deposits of plasma proteins in the skin during treatment with carbamazepine and diphenylhydantoin.,13,1
231,331881,1977-01-01,"Three had low values of IgA, and all had normal values of IgM, IgD and IgE, and blood cells.",19,0
232,354311,1978-04-01,Metastatic osteomyelitis following BCG vaccination.,5,1
233,354311,1978-04-01,Culture from the bone abscess gave growth of mycobacteria which could not be distinguished from BCG.,16,0
234,354311,1978-04-01,"An 8-year-old girl, who had been vaccinated with BCG without subsequent regional reactions, developed osteomyelitis in the left calcaneus 7 months later.",22,1
235,354311,1978-04-01,The process healed after surgical treatment and chemotherapy for 1 year.,11,0
236,369675,1979-02-01,This patient adds to the growing literature of a second malignancy occurring after prolonged successful chemotherapy of a primary neoplasm.,20,0
237,369675,1979-02-01,There was no evidence of recurrent myeloma after the initial remission on cyclophosphamide therapy.,14,0
238,369675,1979-02-01,The patient died 7 years after the diagnosis of myeloma with extensive abdominal lymphoma.,14,0
239,369675,1979-02-01,"Radiation therapy decreased the size of the mass, but five months later partial small bowel obstruction occurred because of recurrent lymphomatous infiltration.",22,0
240,369675,1979-02-01,"However, 9 months later, while still asymptomatic, routine physical examination revealed a recurrent right lower quadrant tumor.",17,0
241,369675,1979-02-01,"Five and one-half years after the diagnosis of myeloma, while in remission on cyclophosphamide therapy, the patient experienced severe abdominal right lower quadrant pain due to a large cecal lymphoma.",30,1
242,369675,1979-02-01,Histiocytic lymphoma of the ileocecal region developed in a patient with multiple myeloma following successful long-term alkylating agent therapy.,19,0
243,369675,1979-02-01,Histiocytic lymphoma of the ileocecal region after chemotherapy for multiple myeloma.,11,0
244,369675,1979-02-01,A right hemicolectomy was performed with relief of symptoms.,9,0
245,389406,1979-12-01,Fatal hypoglycemia after cytotoxic chemotherapy: a report of two cases and a review of the literature.,16,0
246,389406,1979-12-01,"Two cases, one of leukemia and one of a trophoblastic testicular teratoma, are described in which hypoglycemia occurred as a terminal event.",22,0
247,389406,1979-12-01,"The rarity of this association with these types of malignancy, together with possible mechanism, is discussed in a brief review of the literature.",23,0
248,402895,1977-03-01,We suggest that the duration of chemotherapy required to achieve a cure in patients with ovarian carcinoma in complete remission can be determined only by prospective controlled trials.,28,0
249,402895,1977-03-01,"An analysis of our patients, together with literature review of similar cases, suggests that the duration of chemotherapy may have been the most important factor in the leukemogenesis.",28,0
250,402895,1977-03-01,Two patients with ovarian carcinoma developed acute erythroleukemia following prolonged chemotherapy with an alkylating agent.,15,0
251,402895,1977-03-01,Acute erythroleukemia complicating prolonged chemotherapy for ovarian carcinoma.,8,0
252,409302,1977-09-01,Tardive dyskinesia in young adults.,5,0
253,409302,1977-09-01,The severity of this frequently irreversible and disabling condition warrants careful consideration in the use of long-term antipsychotic drug treatment in the young psychiatric outpatient population.,26,0
254,409302,1977-09-01,"Both patients experienced the onset of psychiatric symptoms as young adults, showed a prompt response to antipsychotic drug therapy, and were subsequently left on maintenance treatment for indefinite periods.",29,0
255,409302,1977-09-01,The authors describe two cases of tardive dyskinesia in which severe axial dystonia and intense facial grimacing produced marked discomfort as well as social and physical disability.,27,0
256,412488,1977-12-01,By light and electron microscopic appearances the renal lesion was an epimembranous deposit form of membranous glomerulopathy.,17,0
257,412488,1977-12-01,Immunofluorescent study showed granular deposits of IgG and C3 complement along glomerular basement membranes.,14,0
258,412488,1977-12-01,"By X-ray fluorescent spectroscopic examination, gold was seen to be present within the proximal convoluted tubular cells but was not identified in the glomerular subepithelial deposits.",26,0
259,412488,1977-12-01,"These findings are consistent with an immune-complex form of glomerulopathy in which gold is neither the antigen nor a hapten in the glomerular deposits, and they suggest the hypothesis that antibodies to tubular epithelial antigens induced by gold therapy may be a causative factor in the renal disease associated with gold therapy in rheumatoid arthritis.",55,1
260,412488,1977-12-01,Gold nephropathy: tissue analysis by X-ray fluorescent spectroscopy.,8,1
261,412488,1977-12-01,Three patients developed proteinuria following gold therapy for rheumatoid arthritis.,10,1
262,412488,1977-12-01,The clinical syndrome was a self-limiting proteinuria with normal renal function.,11,0
263,417679,1978-03-01,Transient high rates of infusion of Intralipid appears to be a factor in the aetiology of the condition.,18,0
264,417679,1978-03-01,"These 4 cases are the first to be recorded in infancy, and with histopathological proof of fat embolism.",18,0
265,417679,1978-03-01,"These 4 cases are the first to be recorded in infancy, and with histopathological proof of fat embolism.",18,0
266,417679,1978-03-01,This therapeutic complication has been termed 'fat overloading syndrome' but bears a clinical similarity to post-traumatic fat embolism.,18,0
267,417679,1978-03-01,Four cases of fat embolism are described in infants receiving prolonged intravenous infusion of fat (Intralipid 20%).,17,1
268,417679,1978-03-01,Fat embolism in infancy after intravenous fat infusions.,8,0
269,424824,1979-03-01,"Conversely, diffuse interstitial pulmonary fibrosis should be considered in the differential diagnosis of patients receiving methotrexate who develop bilateral pulmonary infiltrates seen on chest roentgenograms.",25,1
270,424824,1979-03-01,"In all three cases, autopsy revealed gross and microscopic features indistinguishable from those seen in the Hamman-Rich syndrome, and methotrexate hepatotoxicity was present in one.",25,1
271,424824,1979-03-01,"Pulmonary eosinophilia or granulomas, classically seen in previously reported cases of methotrexate pneumonitis, were not observed.",16,1
272,424824,1979-03-01,Methotrexate-induced diffuse interstitial pulmonary fibrosis.,5,1
273,424824,1979-03-01,It is suggested therefore that methotrexate be added to the list of agents capable of inducing diffuse interstitial pulmonary fibrosis.,20,1
274,424824,1979-03-01,"Three patients received respectively 190 mg, 175 mg, and 196 mg of methotrexate and developed bilateral pulmonary infiltrates without evidence of peripheral blood eosinophilia.",24,1
275,424824,1979-03-01,"Sputum in the three cases failed to reveal acid-fast bacilli, pathogenic fungi, or opportunistic organisms by cultures and appropriate stains.",20,0
276,424824,1979-03-01,"Despite discontinuance of the drug and/or institution of corticosteroid therapy, progressive respiratory failure led to death.",16,0
277,426502,1979-01-01,Inappropriate antidiuretic hormone following adenine arabinoside administration.,7,1
278,426502,1979-01-01,A patient with disseminated herpes zoster developed a syndrome of inappropriate antidiuretic hormone and profound hyponatremia secondary to the administration of adenine arabinoside.,23,1
279,433855,1979-04-01,The conditions of three children with dermatomyositis and one child with polymyositis were treated for nine to 31 months with combined prednisone and intravenous methotrexate (1 mg/kg/wk) when prednisone alone was ineffective in controlling the disease or when there were substantial steroid-related toxic effects.,44,0
